HuMAP3_ID,ComplexConfidence,Uniprot_ACCs,genenames
huMAP3_00257.1,1,Q05707 P08572 P53420 Q14031 Q02809,COL14A1 COL4A2 COL4A4 COL4A6 PLOD1
huMAP3_00258.1,1,P78346 Q16206 Q8TC92 Q969H6,RPP30 ENOX2 ENOX1 POP5
huMAP3_00259.1,1,O00398 Q96M95 O43156,P2RY10 CCDC42 TTI1
huMAP3_00260.1,1,O75063 Q6ICH7 Q9NPZ5,FAM20B ASPHD2 B3GAT2
huMAP3_00261.1,1,P25705 P48047 P56134 Q96IX5 P25106,ATP5F1A ATP5PO ATP5MF ATP5MK ACKR3
huMAP3_00262.1,1,P35754 Q6UX39,GLRX AMTN
huMAP3_00263.1,1,P0C7V8 O15554,DCAF8L2 KCNN4
huMAP3_00264.1,1,Q0GE19 Q7Z388,SLC10A7 DPY19L4
huMAP3_00265.1,1,P84098 Q15646,RPL19 OASL
huMAP3_00266.1,1,Q86VD7 O60895,SLC25A42 RAMP2
huMAP3_00267.1,1,O94979 Q96JE7 P55735 Q96KG9,SEC31A SEC16B SEC13 SCYL1
huMAP3_00268.1,1,Q9NP99 Q9Y6A9,TREM1 SPCS1
huMAP3_00269.1,1,Q9NRA2 Q9BQJ4,SLC17A5 TMEM47
huMAP3_00270.1,1,Q9HCS2 P78329 P98187,CYP4F12 CYP4F2 CYP4F8
huMAP3_00271.1,1,Q96DY2 Q9H095,IQCD IQCG
huMAP3_00272.1,1,Q9Y2Y9 P98179,KLF13 RBM3
huMAP3_00273.1,1,A0AV02 Q5K4L6,SLC12A8 SLC27A3
huMAP3_00274.1,1,P31321 O75123,PRKAR1B ZNF623
huMAP3_00275.1,1,Q9BZL4 P20849 Q6QEF8,PPP1R12C COL9A1 CORO6
huMAP3_00276.1,1,P22670 P48378,RFX1 RFX2
huMAP3_00277.1,1,Q14129 Q8N1G1,DGCR6 REXO1
huMAP3_00278.1,1,Q92630 Q16799,DYRK2 RTN1
huMAP3_00279.1,1,Q6ZUM4 Q8IWW6 P52952 Q9BYB0 Q9ULL5,ARHGAP27 ARHGAP12 NKX2-5 SHANK3 PRR12
huMAP3_00280.1,1,Q96RS6 Q7L7V1,NUDCD1 DHX32
huMAP3_00281.1,1,P81274 Q1MX18,GPSM2 INSC
huMAP3_00282.1,1,Q86XL3 Q86YA3,ANKLE2 ZGRF1
huMAP3_00283.1,1,Q99558 O14920 Q9Y6K9 O15111,MAP3K14 IKBKB IKBKG CHUK
huMAP3_00284.1,1,Q9Y2W3 Q9UJU5,SLC45A1 FOXD3
huMAP3_00285.1,1,Q96LR7 Q8IXS8,C2orf50 HYCC2
huMAP3_00286.1,1,O43572 Q12889,AKAP10 OVGP1
huMAP3_00287.1,1,Q6P1W5 Q5GLZ8,C1orf94 HERC4
huMAP3_00288.1,1,Q9BR10 Q12962 Q15543 Q15544 Q16514 Q5H9L4 Q92750 Q9HBM6 O00268 P21675 P49848 Q15542 Q15545 Q16594 Q5VWG9 Q6P1X5 Q7Z7C8,SPATA25 TAF10 TAF13 TAF11 TAF12 TAF7L TAF4B TAF9B TAF4 TAF1 TAF6 TAF5 TAF7 TAF9 TAF3 TAF2 TAF8
huMAP3_00289.1,1,Q96LM6 Q6PIZ9,SPMIP9 TRAT1
huMAP3_00290.1,1,Q6NXT4 Q8TAD4 Q9Y5Z9,SLC30A6 SLC30A5 UBIAD1
huMAP3_00291.1,1,Q5TB80 Q6ZWB6,CEP162 KCTD8
huMAP3_00292.1,1,Q8ND56 Q14011 Q99873 Q9NR22,LSM14A CIRBP PRMT1 PRMT8
huMAP3_00293.1,1,Q8IZF4 Q12841 Q13491 Q9H6D3,ADGRG5 FSTL1 GPM6B XKR8
huMAP3_00294.1,1,P53365 P53367 Q9UG22,ARFIP2 ARFIP1 GIMAP2
huMAP3_00295.1,1,Q6XPS3 Q9C0F1,TPTE2 CEP44
huMAP3_00296.1,1,P34096 P08118,RNASE4 MSMB
huMAP3_00297.1,1,Q8WVS4 Q96EX3,DYNC2I1 DYNC2I2
huMAP3_00298.1,1,Q96CE8 Q6PI78,TM4SF18 TMEM65
huMAP3_00299.1,1,Q86VM9 Q9BXP5,ZC3H18 SRRT
huMAP3_00300.1,1,Q8NEB9 Q99570 Q9H714 Q14457 Q6ZNE5 Q92622 Q96F24 Q9P2Y5,PIK3C3 PIK3R4 RUBCNL BECN1 ATG14 RUBCN NRBF2 UVRAG
huMAP3_00301.1,1,Q86UB9 Q9NY59,TMEM135 SMPD3
huMAP3_00302.1,1,O43909 Q16394,EXTL3 EXT1
huMAP3_00303.1,1,Q16635 Q9P2K2 P78536 Q5SZK8 Q6UVY6 P14543 P28300,TAFAZZIN TXNDC16 ADAM17 FREM2 MOXD1 NID1 LOX
huMAP3_00304.1,1,P48052 Q14393,CPA2 GAS6
huMAP3_00305.1,1,Q9BUA3 Q9NQW7 Q9BPZ2 Q56A73 Q9Y657 Q86U90,SPINDOC XPNPEP1 SPIN2B SPIN4 SPIN1 YRDC
huMAP3_00306.1,1,Q53EP0 Q96IP4 Q9Y2H6,FNDC3B TENT5A FNDC3A
huMAP3_00307.1,1,Q8NCT3 Q9HCB6 P05814,MATCAP2 SPON1 CSN2
huMAP3_00308.1,1,Q8IYS2 Q16864,KIAA2013 ATP6V1F
huMAP3_00309.1,1,Q96AT1 Q69YN2 Q96NB3 O60508 P41223 Q9Y3C6 Q13573 Q96DF8 Q9BQ65 Q9UNP9 O60306,KIAA1143 CWF19L1 ZNF830 CDC40 BUD31 PPIL1 SNW1 ESS2 USB1 PPIE AQR
huMAP3_00310.1,1,P61077 P62837 Q96BH1,UBE2D3 UBE2D2 RNF25
huMAP3_00311.1,1,Q8N7X8 Q5TH69 O43490 Q96BI3 Q9UJA9,SIGLECL1 ARFGEF3 PROM1 APH1A ENPP5
huMAP3_00312.1,1,Q96B18 Q14376,DACT3 GALE
huMAP3_00313.1,1,Q6PIW4 P14324,FIGNL1 FDPS
huMAP3_00314.1,1,Q09472 P29279,EP300 CCN2
huMAP3_00315.1,1,Q96GL9 P51460,FAM163A INSL3
huMAP3_00316.1,1,Q7Z7B0 Q9ULQ0,FILIP1 STRIP2
huMAP3_00317.1,1,P12319 Q9H114 Q8N371,FCER1A CSTL1 KDM8
huMAP3_00318.1,1,Q96LW4 Q9HBT8 Q96T17 O15062 O95714 Q9BXG8,PRIMPOL ZNF286A MAP7D2 ZBTB5 HERC2 SPZ1
huMAP3_00319.1,1,Q5VW36 Q9ULX3,FOCAD NOB1
huMAP3_00320.1,1,P15907 Q5TH69,ST6GAL1 ARFGEF3
huMAP3_00321.1,1,Q9Y2V2 P48147,CARHSP1 PREP
huMAP3_00322.1,1,Q9NZV5 Q9NZD1,SELENON GPRC5D
huMAP3_00323.1,1,Q8N998 Q96Q89,CCDC89 KIF20B
huMAP3_00324.1,1,Q2M3D2 P86479 Q8IUQ4 Q96MG2,EXOC3L2 PRR20C SIAH1 JSRP1
huMAP3_00325.1,1,P20700 Q03252 P02545,LMNB1 LMNB2 LMNA
huMAP3_00326.1,1,O75449 Q9BVA0,KATNA1 KATNB1
huMAP3_00327.1,1,Q6ZWE6 Q3V5L5 Q96AB6,PLEKHM3 MGAT5B NTAN1
huMAP3_00328.1,1,Q8IZ81 A0PK11 O43570 P0CG47,ELMOD2 CLRN2 CA12 UBB
huMAP3_00329.1,1,O14545 P11441 Q9BQE5 O15119 O43681,TRAFD1 UBL4A APOL2 TBX3 GET3
huMAP3_00330.1,1,P21583 Q14012,KITLG CAMK1
huMAP3_00331.1,1,Q8WV99 Q8NGN2 Q8NGP6 P0CG47,ZFAND2B OR10S1 OR5M8 UBB
huMAP3_00332.1,1,P16260 O14734 P08582,SLC25A16 ACOT8 MELTF
huMAP3_00333.1,1,Q3KQZ1 Q99677,SLC25A35 LPAR4
huMAP3_00334.1,1,Q9Y2B1 O75072,RXYLT1 FKTN
huMAP3_00335.1,1,P31274 P14735,HOXC9 IDE
huMAP3_00336.1,1,Q5TGP6 Q04760,MROH9 GLO1
huMAP3_00337.1,1,P0C7X2 Q9UKN8,ZNF688 GTF3C4
huMAP3_00338.1,1,Q92185 Q5T749,ST8SIA1 KPRP
huMAP3_00339.1,1,Q86SX6 Q9Y3E2,GLRX5 BOLA1
huMAP3_00340.1,1,O14713 Q9H1K6 O00522 O14829 Q9BSQ5,ITGB1BP1 TLNRD1 KRIT1 PPEF1 CCM2
huMAP3_00341.1,1,O15547 Q9UKQ9,P2RX6 KLK9
huMAP3_00342.1,1,O75309 Q9NW38 P08887,CDH16 FANCL IL6R
huMAP3_00343.1,1,P50876 P62253,RNF144A UBE2G1
huMAP3_00344.1,1,Q9NY26 O60504,SLC39A1 SORBS3
huMAP3_00345.1,1,A6NIH7 Q13432 Q96DX4 Q9C0B2 O95238 Q969K3 Q96QS6 Q9ULE6 Q9Y250 Q717R9,UNC119B UNC119 RSPRY1 CFAP74 SPDEF RNF34 PSKH2 PALD1 LZTS1 CYS1
huMAP3_00346.1,1,P17658 Q99536,KCNA6 VAT1
huMAP3_00347.1,1,Q05519 P49756 Q6NYC1 Q9P1Y6 Q9UHX1,SRSF11 RBM25 JMJD6 PHRF1 PUF60
huMAP3_00348.1,1,Q06055 A6NKK0,ATP5MC2 OR5H1
huMAP3_00349.1,1,Q14258 O95758 P26599 Q9UKA9,TRIM25 PTBP3 PTBP1 PTBP2
huMAP3_00350.1,1,Q9H1M3 P42857,DEFB129 NSG1
huMAP3_00351.1,1,O95461 Q03405 Q13751 Q8TB37,LARGE1 PLAUR LAMB3 NUBPL
huMAP3_00352.1,1,Q2TBE0 Q9HCS7,CWF19L2 XAB2
huMAP3_00353.1,1,Q9H5Y7 Q9Y5F7 Q71H61,SLITRK6 PCDHGC4 ILDR2
huMAP3_00354.1,1,Q8N446 P04746 P19961,ZNF843 AMY2A AMY2B
huMAP3_00355.1,1,O00305 P54284 Q08289 Q8N350,CACNB4 CACNB3 CACNB2 CBARP
huMAP3_00356.1,1,Q9GZU8 Q53H80 Q9H9L7 P40306 Q9P0P0 O14818 O95456 P20618 P25786 P25787 P25788 P25789 P28062 P28065 P28066 P28070 P28072 P28074 P49720 P49721 P60900 P61289 Q06323 Q14997 Q5JS54 Q8TAA3 Q92530 Q969U7 Q99436 Q9BT73 Q9UL46 Q9Y3I1 Q9Y244,PSME3IP1 AKIRIN2 AKIRIN1 PSMB10 RNF181 PSMA7 PSMG1 PSMB1 PSMA1 PSMA2 PSMA3 PSMA4 PSMB8 PSMB9 PSMA5 PSMB4 PSMB6 PSMB5 PSMB3 PSMB2 PSMA6 PSME3 PSME1 PSME4 PSMG4 PSMA8 PSMF1 PSMG2 PSMB7 PSMG3 PSME2 FBXO7 POMP
huMAP3_00357.1,1,Q14699 Q2TAZ0 Q9HAC8 Q9Y484,RFTN1 ATG2A UBTD1 WDR45
huMAP3_00358.1,1,Q96RI1 P28702,NR1H4 RXRB
huMAP3_00359.1,1,P05000 Q10589,IFNW1 BST2
huMAP3_00360.1,1,O94929 Q9BUY5,ABLIM3 ZNF426
huMAP3_00361.1,1,O95436 Q13336 Q53TN4 P11233,SLC34A2 SLC14A1 CYBRD1 RALA
huMAP3_00362.1,1,O94827 P63104 Q9Y4H4,PLEKHG5 YWHAZ GPSM3
huMAP3_00363.1,1,Q96JT2 Q9HB96,SLC45A3 FANCE
huMAP3_00364.1,1,Q92698 Q9Y2R2 A3KN83 Q7Z5A9 Q96HA8 O75460 Q9H4I2,RAD54L PTPN22 SBNO1 TAFA1 NTAQ1 ERN1 ZHX3
huMAP3_00365.1,1,Q04743 Q8IV63,EMX2 VRK3
huMAP3_00366.1,1,Q14135 Q99594,VGLL4 TEAD3
huMAP3_00367.1,1,P11908 O60551,PRPS2 NMT2
huMAP3_00368.1,1,Q6KC79 Q9Y6X3,NIPBL MAU2
huMAP3_00369.1,1,Q5XKK7 Q9BQC3,FAM219B DPH2
huMAP3_00370.1,1,P04085 Q9NYR8,PDGFA RDH8
huMAP3_00371.1,1,Q6ZU52 O60524 Q9NQS1,KIAA0408 NEMF AVEN
huMAP3_00372.1,1,O75478 Q9ULM3 O75528 Q92830 Q92831 Q9H8E8 Q8IYH5 Q9NS73,TADA2A YEATS2 TADA3 KAT2A KAT2B KAT14 ZZZ3 MBIP
huMAP3_00373.1,1,O43491 Q9H4G0 Q15287 Q9HCG8 Q9UKV3,EPB41L2 EPB41L1 RNPS1 CWC22 ACIN1
huMAP3_00374.1,1,Q9NUJ3 Q9Y2R0,TCP11L1 COA3
huMAP3_00375.1,1,Q9HAW7 Q9HAW9 Q8NET4,UGT1A7 UGT1A8 RTL9
huMAP3_00376.1,1,Q8NBN3 Q9HA82,TMEM87A CERS4
huMAP3_00377.1,1,A1KXE4 O43251 Q96EY1,FAM168B RBFOX2 DNAJA3
huMAP3_00378.1,1,P29459 Q6ZMT1 Q9Y624,IL12A STAC2 F11R
huMAP3_00379.1,1,Q9GZX9 P12644,TWSG1 BMP4
huMAP3_00380.1,1,Q5MJ09 P51687,SPANXN3 SUOX
huMAP3_00381.1,1,F8VWT9 P42263 P48058,HECTD4 GRIA3 GRIA4
huMAP3_00382.1,1,Q0VG06 Q8WTQ7,FAAP100 GRK7
huMAP3_00383.1,1,Q5T2D2 Q8IU85,TREML2 CAMK1D
huMAP3_00384.1,1,O95858 Q5U3C3 O76062 Q969K7 Q96GE9 P35367,TSPAN15 TMEM164 TM7SF2 TMEM54 DMAC1 HRH1
huMAP3_00385.1,1,Q02985 P08603,CFHR3 CFH
huMAP3_00386.1,1,O15327 Q969Q4,INPP4B ARL11
huMAP3_00387.1,1,Q9UL52 P50440,TMPRSS11E GATM
huMAP3_00388.1,1,P33261 P11712,CYP2C19 CYP2C9
huMAP3_00389.1,1,P35716 Q9UN79 O00570 P35711 P35712,SOX11 SOX13 SOX1 SOX5 SOX6
huMAP3_00390.1,1,O95863 P11161,SNAI1 EGR2
huMAP3_00391.1,1,Q5TID7 Q06828,CCDC181 FMOD
huMAP3_00392.1,1,Q9BV73 Q7Z3B4 Q9BVL2,CEP250 NUP54 NUP58
huMAP3_00393.1,1,Q6PF06 P82921 Q9Y3D9,TRMT10B MRPS21 MRPS23
huMAP3_00394.1,1,Q9C0H9 Q8TDM0,SRCIN1 BCAS4
huMAP3_00395.1,1,Q0GE19 Q2HXU8 Q8NBR0 O60507 Q504Y2 Q8N158 Q96H96 Q9Y644,SLC10A7 CLEC12B TP53I13 TPST1 PKDCC GPC2 COQ2 RFNG
huMAP3_00396.1,1,Q5UE93 Q7L266,PIK3R6 ASRGL1
huMAP3_00397.1,1,Q9Y2V2 Q8IWX5,CARHSP1 SGPP2
huMAP3_00398.1,1,P26368 Q08170 Q8WXA9,U2AF2 SRSF4 SREK1
huMAP3_00399.1,1,P22090 Q8TD47,RPS4Y1 RPS4Y2
huMAP3_00400.1,1,Q8ND24 P53804,RNF214 TTC3
huMAP3_00401.1,1,O15482 O94876,TEX28;TEX28P1;TEX28P2 TMCC1
huMAP3_00402.1,1,A8MXD5 Q8TCJ0 Q9Y6U3,GRXCR1 FBXO25 SCIN
huMAP3_00403.1,1,O43812 Q96PT4,DUX1 DUX3
huMAP3_00404.1,1,Q8WZ71 Q92854 Q9NXG6 Q9P2J2 Q9UIR0,TMEM158 SEMA4D P4HTM IGSF9 BTNL2
huMAP3_00405.1,1,Q7Z739 Q8IWR0,YTHDF3 ZC3H7A
huMAP3_00406.1,1,Q9NWQ4 P19971,GPATCH2L TYMP
huMAP3_00407.1,1,Q2M329 Q7Z2Z1 Q9NY74 P54257 Q9UPR3,CFAP184 TICRR ETAA1 HAP1 SMG5
huMAP3_00408.1,1,A6NI28 Q8WXU2 Q9UHG0 P30793,ARHGAP42 DNAAF4 DCDC2 GCH1
huMAP3_00409.1,1,Q00613 Q03933 Q9ULV5,HSF1 HSF2 HSF4
huMAP3_00410.1,1,Q9NPD5 Q9Y6L6,SLCO1B3 SLCO1B1
huMAP3_00411.1,1,Q15014 Q9UBU8 Q8WUU5 O75182 P29375 Q96QT6 Q7Z589,MORF4L2 MORF4L1 GATAD1 SIN3B KDM5A PHF12 EMSY
huMAP3_00412.1,1,Q96GJ1 Q5BKU9,TRMT2B OXLD1
huMAP3_00413.1,1,P0DMV9 Q99615 Q5GLZ8 Q15773,HSPA1B DNAJC7 HERC4 MLF2
huMAP3_00414.1,1,P52799 P54753 O75056,EFNB2 EPHB3 SDC3
huMAP3_00415.1,1,O15357 P12271 Q7L3V2,INPPL1 RLBP1 RTL10
huMAP3_00416.1,1,Q96HB5 Q502X0 Q2VPK5,CCDC120 MORN2 CTU2
huMAP3_00417.1,1,P25685 Q9UDY4,DNAJB1 DNAJB4
huMAP3_00418.1,1,O14763 Q9H158 Q8TCW9 P46089,TNFRSF10B PCDHAC1 PROKR1 GPR3
huMAP3_00419.1,1,P16260 P08582,SLC25A16 MELTF
huMAP3_00420.1,1,Q6PCB7 Q96AQ6 Q9HBH5,SLC27A1 PBXIP1 RDH14
huMAP3_00421.1,1,P41732 Q8TDQ0 P52824,TSPAN7 HAVCR2 DGKQ
huMAP3_00422.1,1,P78552 Q8TEU7 O96018 Q12986 Q96I15 Q9H6S1,IL13RA1 RAPGEF6 APBA3 NFX1 SCLY AZI2
huMAP3_00423.1,1,O15409 Q8IVH2 Q9BZS1,FOXP2 FOXP4 FOXP3
huMAP3_00424.1,1,Q96DI7 Q15029 Q96IZ7 Q9BRX9 Q56P03 Q9UBB6 Q9Y312 O95905,SNRNP40 EFTUD2 RSRC1 WDR83 EAPP NCDN AAR2 ECD
huMAP3_00425.1,1,Q8N966 Q9UII2,ZDHHC22 ATP5IF1
huMAP3_00426.1,1,P07093 Q8N434,SERPINE2 SVOPL
huMAP3_00427.1,1,P51991 Q14103,HNRNPA3 HNRNPD
huMAP3_00428.1,1,Q5TBC7 Q07817,BCL2L15 BCL2L1
huMAP3_00429.1,1,Q6NUJ5 Q8IV32 Q149N8 Q16576,PWWP2B CCDC71 SHPRH RBBP7
huMAP3_00430.1,1,Q8IXA5 Q8N5Z0,SPACA3 AADAT
huMAP3_00431.1,1,Q8TD46 O15480,CD200R1 MAGEB3
huMAP3_00432.1,1,Q9UBC2 Q9BV29 Q9NVZ3 O94973 P53680 P63010 Q15811 Q6PD74 Q9NZM3,EPS15L1 CCDC32 NECAP2 AP2A2 AP2S1 AP2B1 ITSN1 AAGAB ITSN2
huMAP3_00433.1,1,Q96M02 Q8NGU9,C10orf90 GPR150
huMAP3_00434.1,1,P56937 Q6PCB6 O00398,HSD17B7 ABHD17C P2RY10
huMAP3_00435.1,1,Q8N336 Q9BUX1,ELMOD1 CHAC1
huMAP3_00436.1,1,Q12789 Q9Y5Q8 Q9Y5Q9 Q9UL42,GTF3C1 GTF3C5 GTF3C3 PNMA2
huMAP3_00437.1,1,P00441 O14618,SOD1 CCS
huMAP3_00438.1,1,P13284 P53355 Q7Z3V4 Q6P1J6,IFI30 DAPK1 UBE3B PLB1
huMAP3_00439.1,1,Q96HH4 Q9Y6H3 Q9BVA6,TMEM169 ATP23 FICD
huMAP3_00440.1,1,Q8TCQ1 Q9ULT6 P42702,MARCHF1 ZNRF3 LIFR
huMAP3_00441.1,1,Q32NC0 Q8N5L8 O75818 O95059 P78345 Q9BUL9 Q9H633 O75817 O95707 Q9P2D0,C18orf21 RPP25L RPP40 RPP14 RPP38 RPP25 RPP21 POP7 POP4 IBTK
huMAP3_00442.1,1,O95218 O95232 P26368,ZRANB2 LUC7L3 U2AF2
huMAP3_00443.1,1,O00562 Q96Q83 Q15650 Q8N3C0 Q8N9N2 Q9H1I8,PITPNM1 ALKBH3 TRIP4 ASCC3 ASCC1 ASCC2
huMAP3_00444.1,1,P05556 P53708 Q13797,ITGB1 ITGA8 ITGA9
huMAP3_00445.1,1,P30041 Q9UKA8,PRDX6 RCAN3
huMAP3_00446.1,1,Q8WUG5 Q9H1Z9,SLC22A17 TSPAN10
huMAP3_00447.1,1,O75716 Q8TB24,STK16 RIN3
huMAP3_00448.1,1,Q96G04 P54803,EEF2KMT GALC
huMAP3_00449.1,1,O43174 Q92953 Q9BQ31,CYP26A1 KCNB2 KCNS3
huMAP3_00450.1,1,P35243 Q0VDG4,RCVRN SCRN3
huMAP3_00451.1,1,Q9BTE6 Q9H4E5,AARSD1 RHOJ
huMAP3_00452.1,1,Q9H0C2 Q99624 O96011 O60683 Q5TF21 Q9NY72 P40394,SLC25A31 SLC38A3 PEX11B PEX10 MTCL3 SCN3B ADH7
huMAP3_00453.1,1,P28358 Q9UJP4 P31269,HOXD10 KLHL21 HOXA9
huMAP3_00454.1,1,P50443 Q16563 Q8TD43,SLC26A2 SYPL1 TRPM4
huMAP3_00455.1,1,Q96A33 Q9Y672,CCDC47 ALG6
huMAP3_00456.1,1,Q96PQ7 Q9NR64,KLHL5 KLHL1
huMAP3_00457.1,1,Q9UNF0 Q9NWX6,PACSIN2 THG1L
huMAP3_00458.1,1,Q11203 Q96H15,ST3GAL3 TIMD4
huMAP3_00459.1,1,Q16288 Q68DV7 Q96S97,NTRK3 RNF43 MYADM
huMAP3_00460.1,1,O75792 Q5TBB1 Q8TDP1,RNASEH2A RNASEH2B RNASEH2C
huMAP3_00461.1,1,O00750 Q53G59 Q6TDP4 Q7Z6M2 Q9UF56 O95198 Q9BZR9 Q9BYP7,PIK3C2B KLHL12 KLHL17 FBXO33 FBXL17 KLHL2 TRIM8 WNK3
huMAP3_00462.1,1,Q8N344 Q8N8U2 O95785,MIER2 CDYL2 WIZ
huMAP3_00463.1,1,A0PJZ3 Q9UBM8 P22466,GXYLT2 MGAT4C GAL
huMAP3_00464.1,1,Q96BQ5 Q96TC7,CCDC127 RMDN3
huMAP3_00465.1,1,O75342 Q13510 P05089 Q16610 P42357,ALOX12B ASAH1 ARG1 ECM1 HAL
huMAP3_00466.1,1,O43566 P63096,RGS14 GNAI1
huMAP3_00467.1,1,P11230 P09544 Q5T9L3,CHRNB1 WNT2 WLS
huMAP3_00468.1,1,Q9NRW4 O95837,DUSP22 GNA14
huMAP3_00469.1,1,Q8WVE0 P24534 P68104 Q05639 Q14166 P26640 P26641 P29692 P49589 Q8IWQ3 Q969K4 Q9BVG4,EEF1AKMT1 EEF1B2 EEF1A1 EEF1A2 TTLL12 VARS1 EEF1G EEF1D CARS1 BRSK2 ABTB1 PBDC1
huMAP3_00470.1,1,P55347 P40424 P40425 P40426,PKNOX1 PBX1 PBX2 PBX3
huMAP3_00471.1,1,Q13432 O76083 Q13237,UNC119 PDE9A PRKG2
huMAP3_00472.1,1,P50993 P53667 Q8WXD0,ATP1A2 LIMK1 RXFP2
huMAP3_00473.1,1,P78368 Q9HCP0,CSNK1G2 CSNK1G1
huMAP3_00474.1,1,Q9Y2X9 Q9NU22,ZNF281 MDN1
huMAP3_00475.1,1,O14561 Q5U5X0,NDUFAB1 LYRM7
huMAP3_00476.1,1,Q9NX78 Q9H2A7,TMEM260 CXCL16
huMAP3_00477.1,1,Q0VAF6 Q6PHR2 O00170,SYCN ULK3 AIP
huMAP3_00478.1,1,Q9Y6Y0 O60256 P21108 P60891 O95163 Q05469,IVNS1ABP PRPSAP2 PRPS1L1 PRPS1 ELP1 LIPE
huMAP3_00479.1,1,Q9GZT5 Q9UM47 Q6UY11,WNT10A NOTCH3 DLK2
huMAP3_00480.1,1,C9JLW8 Q7Z417 Q8WWM7 Q9BUT9 Q3MHD2 Q99700,MCRIP1 NUFIP2 ATXN2L MCRIP2 LSM12 ATXN2
huMAP3_00481.1,1,Q96NA8 O96011,TSNARE1 PEX11B
huMAP3_00482.1,1,P51587 P52732 Q14667 P58340,BRCA2 KIF11 BLTP2 MLF1
huMAP3_00483.1,1,Q8IV33 Q8NCK7 Q6PCB8,KIAA0825 SLC16A11 EMB
huMAP3_00484.1,1,P06727 P02763 P02765 P0C0L4,APOA4 ORM1 AHSG C4A
huMAP3_00485.1,1,Q6L9W6 Q9UNW1 P23219 Q12946 P13727 P98161 Q14114,B4GALNT3 MINPP1 PTGS1 FOXF1 PRG2 PKD1 LRP8
huMAP3_00486.1,1,Q719H9 Q9Y597,KCTD1 KCTD3
huMAP3_00487.1,1,Q9Y4I5 P10243 P10244 Q52LA3 Q6MZP7 Q96GY3 P28749 Q08999 Q5TKA1,TESMIN MYBL1 MYBL2 LIN52 LIN54 LIN37 RBL1 RBL2 LIN9
huMAP3_00488.1,1,Q96P63 Q15517,SERPINB12 CDSN
huMAP3_00489.1,1,O43491 Q9H4G0 O75494 Q8TAA9 P26368 P62995 Q15287 Q9HCG8 Q9UKV3 P30414,EPB41L2 EPB41L1 SRSF10 VANGL1 U2AF2 TRA2B RNPS1 CWC22 ACIN1 NKTR
huMAP3_00490.1,1,Q7Z6M4 Q96CB9 Q9P2K5,MTERF4 NSUN4 MYEF2
huMAP3_00491.1,1,Q9NWC5 Q14681 Q9NXV2,TMEM45A KCTD2 KCTD5
huMAP3_00492.1,1,O96013 Q9NQU5,PAK4 PAK6
huMAP3_00493.1,1,Q96A29 Q9BVC4,SLC35C1 MLST8
huMAP3_00494.1,1,Q6ZN66 Q8N8V2,GBP6 GBP7
huMAP3_00495.1,1,Q96H86 Q14847 Q70CQ2,ZNF764 LASP1 USP34
huMAP3_00496.1,1,P49591 Q96G46,SARS1 DUS3L
huMAP3_00497.1,1,Q9Y2Y6 P06732,TMEM98 CKM
huMAP3_00498.1,1,Q5JRM2 Q9Y2L6,CXorf66 FRMD4B
huMAP3_00499.1,1,Q9NQ33 P47928,ASCL3 ID4
huMAP3_00500.1,1,O95405 P84022 Q15796,ZFYVE9 SMAD3 SMAD2
huMAP3_00501.1,1,Q8N5S1 Q9H7P6 P19086,SLC25A41 MVB12B GNAZ
huMAP3_00502.1,1,Q8IZD9 Q8N1I0 Q92556 Q92608 Q96BJ8 P15153,DOCK3 DOCK4 ELMO1 DOCK2 ELMO3 RAC2
huMAP3_00503.1,1,P12956 P13010 P49917,XRCC6 XRCC5 LIG4
huMAP3_00504.1,1,P0C874 Q03395 Q29980 Q29983,SPATA31D3 ROM1 MICB MICA
huMAP3_00505.1,1,Q9UPW0 Q5T230,FOXJ3 UTF1
huMAP3_00506.1,1,Q96NU1 Q7Z3H4,SAMD11 SAMD7
huMAP3_00507.1,1,O75121 P41146,MFAP3L OPRL1
huMAP3_00508.1,1,Q96SL1 Q9GZU0 Q9H015 B0YJ81 Q8N8Q9,SLC49A4 C6orf62 SLC22A4 HACD1 NIPA2
huMAP3_00509.1,1,Q14CZ8 Q8N0U7,HEPACAM C1orf87
huMAP3_00510.1,1,Q14699 Q2TAZ0 Q9Y484,RFTN1 ATG2A WDR45
huMAP3_00511.1,1,Q9BV23 Q9P296 P33981,ABHD6 C5AR2 TTK
huMAP3_00512.1,1,Q969S2 Q9H7B4 Q9UQ72 Q92994,NEIL2 SMYD3 PSG11 BRF1
huMAP3_00513.1,1,Q8N129 Q9HBX9 O15335,CNPY4 RXFP1 CHAD
huMAP3_00514.1,1,O43252 O95340,PAPSS1 PAPSS2
huMAP3_00515.1,1,P57727 Q92521,TMPRSS3 PIGB
huMAP3_00516.1,1,Q86VK4 O75678,ZNF410 RFPL2
huMAP3_00517.1,1,O00233 Q8NBT0 Q9NQ31 Q8TC05,PSMD9 POC1A AKIP1 MDM1
huMAP3_00518.1,1,P19438 Q15628 Q9UPQ8 P01375,TNFRSF1A TRADD DOLK TNF
huMAP3_00519.1,1,Q9H3Q3 P38571,GAL3ST2 LIPA
huMAP3_00520.1,1,Q15911 Q86UP3,ZFHX3 ZFHX4
huMAP3_00521.1,1,Q6ZMR3 P07195 P07864,LDHAL6A LDHB LDHC
